,Year,Variable,Total_Generation(TWh)
2626,2007,Fossil,1895.8766979999991
2627,2007,Coal,964.7394589999999
2628,2007,Hard Coal,619.734459
2629,2007,Lignite,345.00500000000005
2630,2007,Gas,738.55448
2631,2007,Other fossil,192.58275899999995
2632,2007,Nuclear,935.2429999999999
2634,2007,Hydro,314.4273669999999
2635,2007,Wind,105.17446199999999
2636,2007,Solar,3.8135269999999992
2637,2007,Bioenergy,87.73934299999999
2638,2007,Other renewables,6.237837
2639,2007,Fossil,1895.8766979999991
2640,2007,Coal,964.7394589999999
2641,2007,Hard Coal,619.734459
2642,2007,Lignite,345.00500000000005
2643,2007,Gas,738.55448
2644,2007,Other fossil,192.58275899999995
2645,2007,Nuclear,935.2429999999999
2647,2007,Hydro,314.4273669999999
2648,2007,Wind,105.17446199999999
2649,2007,Solar,3.8135269999999992
2650,2007,Bioenergy,87.73934299999999
2651,2007,Other renewables,6.237837
2652,2007,Fossil,1895.8766979999991
2653,2007,Coal,964.7394589999999
2654,2007,Hard Coal,619.734459
2655,2007,Lignite,345.00500000000005
2656,2007,Gas,738.55448
2657,2007,Other fossil,192.58275899999995
2658,2007,Nuclear,935.2429999999999
2660,2007,Hydro,314.4273669999999
2661,2007,Wind,105.17446199999999
2662,2007,Solar,3.8135269999999992
2663,2007,Bioenergy,87.73934299999999
2664,2007,Other renewables,6.237837
2665,2007,Fossil,1895.8766979999991
2666,2007,Coal,964.7394589999999
2667,2007,Hard Coal,619.734459
2668,2007,Lignite,345.00500000000005
2669,2007,Gas,738.55448
2670,2007,Other fossil,192.58275899999995
2671,2007,Nuclear,935.2429999999999
2673,2007,Hydro,314.4273669999999
2674,2007,Wind,105.17446199999999
2675,2007,Solar,3.8135269999999992
2676,2007,Bioenergy,87.73934299999999
2677,2007,Other renewables,6.237837
2678,2007,Fossil,1895.8766979999991
2679,2007,Coal,964.7394589999999
2680,2007,Hard Coal,619.734459
2681,2007,Lignite,345.00500000000005
2682,2007,Gas,738.55448
2683,2007,Other fossil,192.58275899999995
2684,2007,Nuclear,935.2429999999999
2686,2007,Hydro,314.4273669999999
2687,2007,Wind,105.17446199999999
2688,2007,Solar,3.8135269999999992
2689,2007,Bioenergy,87.73934299999999
2690,2007,Other renewables,6.237837
2691,2007,Fossil,1895.8766979999991
2692,2007,Coal,964.7394589999999
2693,2007,Hard Coal,619.734459
2694,2007,Lignite,345.00500000000005
2695,2007,Gas,738.55448
2696,2007,Other fossil,192.58275899999995
2697,2007,Nuclear,935.2429999999999
2699,2007,Hydro,314.4273669999999
2700,2007,Wind,105.17446199999999
2701,2007,Solar,3.8135269999999992
2702,2007,Bioenergy,87.73934299999999
2703,2007,Other renewables,6.237837
2704,2007,Fossil,1895.8766979999991
2705,2007,Coal,964.7394589999999
2706,2007,Hard Coal,619.734459
2707,2007,Lignite,345.00500000000005
2708,2007,Gas,738.55448
2709,2007,Other fossil,192.58275899999995
2710,2007,Nuclear,935.2429999999999
2712,2007,Hydro,314.4273669999999
2713,2007,Wind,105.17446199999999
2714,2007,Solar,3.8135269999999992
2715,2007,Bioenergy,87.73934299999999
2716,2007,Other renewables,6.237837
2717,2007,Fossil,1895.8766979999991
2718,2007,Coal,964.7394589999999
2719,2007,Hard Coal,619.734459
2720,2007,Lignite,345.00500000000005
2721,2007,Gas,738.55448
2722,2007,Other fossil,192.58275899999995
2723,2007,Nuclear,935.2429999999999
2725,2007,Hydro,314.4273669999999
2726,2007,Wind,105.17446199999999
2727,2007,Solar,3.8135269999999992
2728,2007,Bioenergy,87.73934299999999
2729,2007,Other renewables,6.237837
2730,2007,Fossil,1895.8766979999991
2731,2007,Coal,964.7394589999999
2732,2007,Hard Coal,619.734459
2733,2007,Lignite,345.00500000000005
2734,2007,Gas,738.55448
2735,2007,Other fossil,192.58275899999995
2736,2007,Nuclear,935.2429999999999
2738,2007,Hydro,314.4273669999999
2739,2007,Wind,105.17446199999999
2740,2007,Solar,3.8135269999999992
2741,2007,Bioenergy,87.73934299999999
2742,2007,Other renewables,6.237837
2743,2007,Fossil,1895.8766979999991
2744,2007,Coal,964.7394589999999
2745,2007,Hard Coal,619.734459
2746,2007,Lignite,345.00500000000005
2747,2007,Gas,738.55448
2748,2007,Other fossil,192.58275899999995
2749,2007,Nuclear,935.2429999999999
2751,2007,Hydro,314.4273669999999
2752,2007,Wind,105.17446199999999
2753,2007,Solar,3.8135269999999992
2754,2007,Bioenergy,87.73934299999999
2755,2007,Other renewables,6.237837
2756,2007,Fossil,1895.8766979999991
2757,2007,Coal,964.7394589999999
2758,2007,Hard Coal,619.734459
2759,2007,Lignite,345.00500000000005
2760,2007,Gas,738.55448
2761,2007,Other fossil,192.58275899999995
2762,2007,Nuclear,935.2429999999999
2764,2007,Hydro,314.4273669999999
2765,2007,Wind,105.17446199999999
2766,2007,Solar,3.8135269999999992
2767,2007,Bioenergy,87.73934299999999
2768,2007,Other renewables,6.237837
2769,2007,Fossil,1895.8766979999991
2770,2007,Coal,964.7394589999999
2771,2007,Hard Coal,619.734459
2772,2007,Lignite,345.00500000000005
2773,2007,Gas,738.55448
2774,2007,Other fossil,192.58275899999995
2775,2007,Nuclear,935.2429999999999
2777,2007,Hydro,314.4273669999999
2778,2007,Wind,105.17446199999999
2779,2007,Solar,3.8135269999999992
2780,2007,Bioenergy,87.73934299999999
2781,2007,Other renewables,6.237837
2782,2007,Fossil,1895.8766979999991
2783,2007,Coal,964.7394589999999
2784,2007,Hard Coal,619.734459
2785,2007,Lignite,345.00500000000005
2786,2007,Gas,738.55448
2787,2007,Other fossil,192.58275899999995
2788,2007,Nuclear,935.2429999999999
2790,2007,Hydro,314.4273669999999
2791,2007,Wind,105.17446199999999
2792,2007,Solar,3.8135269999999992
2793,2007,Bioenergy,87.73934299999999
2794,2007,Other renewables,6.237837
2795,2007,Fossil,1895.8766979999991
2796,2007,Coal,964.7394589999999
2797,2007,Hard Coal,619.734459
2798,2007,Lignite,345.00500000000005
2799,2007,Gas,738.55448
2800,2007,Other fossil,192.58275899999995
2801,2007,Nuclear,935.2429999999999
2803,2007,Hydro,314.4273669999999
2804,2007,Wind,105.17446199999999
2805,2007,Solar,3.8135269999999992
2806,2007,Bioenergy,87.73934299999999
2807,2007,Other renewables,6.237837
2808,2007,Fossil,1895.8766979999991
2809,2007,Coal,964.7394589999999
2810,2007,Hard Coal,619.734459
2811,2007,Lignite,345.00500000000005
2812,2007,Gas,738.55448
2813,2007,Other fossil,192.58275899999995
2814,2007,Nuclear,935.2429999999999
2816,2007,Hydro,314.4273669999999
2817,2007,Wind,105.17446199999999
2818,2007,Solar,3.8135269999999992
2819,2007,Bioenergy,87.73934299999999
2820,2007,Other renewables,6.237837
2821,2007,Fossil,1895.8766979999991
2822,2007,Coal,964.7394589999999
2823,2007,Hard Coal,619.734459
2824,2007,Lignite,345.00500000000005
2825,2007,Gas,738.55448
2826,2007,Other fossil,192.58275899999995
2827,2007,Nuclear,935.2429999999999
2829,2007,Hydro,314.4273669999999
2830,2007,Wind,105.17446199999999
2831,2007,Solar,3.8135269999999992
2832,2007,Bioenergy,87.73934299999999
2833,2007,Other renewables,6.237837
2834,2007,Fossil,1895.8766979999991
2835,2007,Coal,964.7394589999999
2836,2007,Hard Coal,619.734459
2837,2007,Lignite,345.00500000000005
2838,2007,Gas,738.55448
2839,2007,Other fossil,192.58275899999995
2840,2007,Nuclear,935.2429999999999
2842,2007,Hydro,314.4273669999999
2843,2007,Wind,105.17446199999999
2844,2007,Solar,3.8135269999999992
2845,2007,Bioenergy,87.73934299999999
2846,2007,Other renewables,6.237837
2847,2007,Fossil,1895.8766979999991
2848,2007,Coal,964.7394589999999
2849,2007,Hard Coal,619.734459
2850,2007,Lignite,345.00500000000005
2851,2007,Gas,738.55448
2852,2007,Other fossil,192.58275899999995
2853,2007,Nuclear,935.2429999999999
2855,2007,Hydro,314.4273669999999
2856,2007,Wind,105.17446199999999
2857,2007,Solar,3.8135269999999992
2858,2007,Bioenergy,87.73934299999999
2859,2007,Other renewables,6.237837
2860,2007,Fossil,1895.8766979999991
2861,2007,Coal,964.7394589999999
2862,2007,Hard Coal,619.734459
2863,2007,Lignite,345.00500000000005
2864,2007,Gas,738.55448
2865,2007,Other fossil,192.58275899999995
2866,2007,Nuclear,935.2429999999999
2868,2007,Hydro,314.4273669999999
2869,2007,Wind,105.17446199999999
2870,2007,Solar,3.8135269999999992
2871,2007,Bioenergy,87.73934299999999
2872,2007,Other renewables,6.237837
2873,2007,Fossil,1895.8766979999991
2874,2007,Coal,964.7394589999999
2875,2007,Hard Coal,619.734459
2876,2007,Lignite,345.00500000000005
2877,2007,Gas,738.55448
2878,2007,Other fossil,192.58275899999995
2879,2007,Nuclear,935.2429999999999
2881,2007,Hydro,314.4273669999999
2882,2007,Wind,105.17446199999999
2883,2007,Solar,3.8135269999999992
2884,2007,Bioenergy,87.73934299999999
2885,2007,Other renewables,6.237837
2886,2007,Fossil,1895.8766979999991
2887,2007,Coal,964.7394589999999
2888,2007,Hard Coal,619.734459
2889,2007,Lignite,345.00500000000005
2890,2007,Gas,738.55448
2891,2007,Other fossil,192.58275899999995
2892,2007,Nuclear,935.2429999999999
2894,2007,Hydro,314.4273669999999
2895,2007,Wind,105.17446199999999
2896,2007,Solar,3.8135269999999992
2897,2007,Bioenergy,87.73934299999999
2898,2007,Other renewables,6.237837
2899,2007,Fossil,1895.8766979999991
2900,2007,Coal,964.7394589999999
2901,2007,Hard Coal,619.734459
2902,2007,Lignite,345.00500000000005
2903,2007,Gas,738.55448
2904,2007,Other fossil,192.58275899999995
2905,2007,Nuclear,935.2429999999999
2907,2007,Hydro,314.4273669999999
2908,2007,Wind,105.17446199999999
2909,2007,Solar,3.8135269999999992
2910,2007,Bioenergy,87.73934299999999
2911,2007,Other renewables,6.237837
2912,2008,Fossil,1852.5155929999999
2913,2008,Coal,881.4160539999998
2914,2008,Hard Coal,544.859054
2915,2008,Lignite,336.55699999999996
2916,2008,Gas,789.0081240000001
2917,2008,Other fossil,182.09141500000004
2918,2008,Nuclear,937.5199999999999
2920,2008,Hydro,332.19634299999996
2921,2008,Wind,120.37142199999998
2922,2008,Solar,7.434621000000001
2923,2008,Bioenergy,97.6113669999998
2924,2008,Other renewables,6.1787329999999985
2925,2008,Fossil,1852.5155929999999
2926,2008,Coal,881.4160539999998
2927,2008,Hard Coal,544.859054
2928,2008,Lignite,336.55699999999996
2929,2008,Gas,789.0081240000001
2930,2008,Other fossil,182.09141500000004
2931,2008,Nuclear,937.5199999999999
2933,2008,Hydro,332.19634299999996
2934,2008,Wind,120.37142199999998
2935,2008,Solar,7.434621000000001
2936,2008,Bioenergy,97.6113669999998
2937,2008,Other renewables,6.1787329999999985
2938,2008,Fossil,1852.5155929999999
2939,2008,Coal,881.4160539999998
2940,2008,Hard Coal,544.859054
2941,2008,Lignite,336.55699999999996
2942,2008,Gas,789.0081240000001
2943,2008,Other fossil,182.09141500000004
2944,2008,Nuclear,937.5199999999999
2946,2008,Hydro,332.19634299999996
2947,2008,Wind,120.37142199999998
2948,2008,Solar,7.434621000000001
2949,2008,Bioenergy,97.6113669999998
2950,2008,Other renewables,6.1787329999999985
2951,2008,Fossil,1852.5155929999999
2952,2008,Coal,881.4160539999998
2953,2008,Hard Coal,544.859054
2954,2008,Lignite,336.55699999999996
2955,2008,Gas,789.0081240000001
2956,2008,Other fossil,182.09141500000004
2957,2008,Nuclear,937.5199999999999
2959,2008,Hydro,332.19634299999996
2960,2008,Wind,120.37142199999998
2961,2008,Solar,7.434621000000001
2962,2008,Bioenergy,97.6113669999998
2963,2008,Other renewables,6.1787329999999985
2964,2008,Fossil,1852.5155929999999
2965,2008,Coal,881.4160539999998
2966,2008,Hard Coal,544.859054
2967,2008,Lignite,336.55699999999996
2968,2008,Gas,789.0081240000001
2969,2008,Other fossil,182.09141500000004
2970,2008,Nuclear,937.5199999999999
2972,2008,Hydro,332.19634299999996
2973,2008,Wind,120.37142199999998
2974,2008,Solar,7.434621000000001
2975,2008,Bioenergy,97.6113669999998
2976,2008,Other renewables,6.1787329999999985
2977,2008,Fossil,1852.5155929999999
2978,2008,Coal,881.4160539999998
2979,2008,Hard Coal,544.859054
2980,2008,Lignite,336.55699999999996
2981,2008,Gas,789.0081240000001
2982,2008,Other fossil,182.09141500000004
2983,2008,Nuclear,937.5199999999999
2985,2008,Hydro,332.19634299999996
2986,2008,Wind,120.37142199999998
2987,2008,Solar,7.434621000000001
2988,2008,Bioenergy,97.6113669999998
2989,2008,Other renewables,6.1787329999999985
2990,2008,Fossil,1852.5155929999999
2991,2008,Coal,881.4160539999998
2992,2008,Hard Coal,544.859054
2993,2008,Lignite,336.55699999999996
2994,2008,Gas,789.0081240000001
2995,2008,Other fossil,182.09141500000004
2996,2008,Nuclear,937.5199999999999
2998,2008,Hydro,332.19634299999996
2999,2008,Wind,120.37142199999998
3000,2008,Solar,7.434621000000001
3001,2008,Bioenergy,97.6113669999998
3002,2008,Other renewables,6.1787329999999985
3003,2008,Fossil,1852.5155929999999
3004,2008,Coal,881.4160539999998
3005,2008,Hard Coal,544.859054
3006,2008,Lignite,336.55699999999996
3007,2008,Gas,789.0081240000001
3008,2008,Other fossil,182.09141500000004
3009,2008,Nuclear,937.5199999999999
3011,2008,Hydro,332.19634299999996
3012,2008,Wind,120.37142199999998
3013,2008,Solar,7.434621000000001
3014,2008,Bioenergy,97.6113669999998
3015,2008,Other renewables,6.1787329999999985
3016,2008,Fossil,1852.5155929999999
3017,2008,Coal,881.4160539999998
3018,2008,Hard Coal,544.859054
3019,2008,Lignite,336.55699999999996
3020,2008,Gas,789.0081240000001
3021,2008,Other fossil,182.09141500000004
3022,2008,Nuclear,937.5199999999999
3024,2008,Hydro,332.19634299999996
3025,2008,Wind,120.37142199999998
3026,2008,Solar,7.434621000000001
3027,2008,Bioenergy,97.6113669999998
